0	-3.5	0
0.046643	-3.4874	0
0.045178	-3.4874	0.0116
0.040874	-3.4874	0.022471
0.034001	-3.4874	0.03193
0.024993	-3.4874	0.039382
0.014414	-3.4874	0.04436
0.0029288	-3.4874	0.046551
-0.0087401	-3.4874	0.045817
-0.01986	-3.4874	0.042204
-0.029732	-3.4874	0.035939
-0.037735	-3.4874	0.027416
-0.043368	-3.4874	0.017171
-0.046275	-3.4874	0.005846
-0.046275	-3.4874	-0.005846
-0.043368	-3.4874	-0.017171
-0.037735	-3.4874	-0.027416
-0.029732	-3.4874	-0.035939
-0.01986	-3.4874	-0.042204
-0.0087401	-3.4874	-0.045817
0.0029288	-3.4874	-0.046551
0.014414	-3.4874	-0.04436
0.024993	-3.4874	-0.039382
0.034001	-3.4874	-0.03193
0.040874	-3.4874	-0.022471
0.045178	-3.4874	-0.0116
0.094304	-3.4482	0
0.091341	-3.4482	0.023452
0.082639	-3.4482	0.045431
0.068745	-3.4482	0.064555
0.050531	-3.4482	0.079623
0.029142	-3.4482	0.089688
0.0059214	-3.4482	0.094118
-0.017671	-3.4482	0.092634
-0.040153	-3.4482	0.085329
-0.060112	-3.4482	0.072662
-0.076293	-3.4482	0.05543
-0.087682	-3.4482	0.034716
-0.09356	-3.4482	0.011819
-0.09356	-3.4482	-0.011819
-0.087682	-3.4482	-0.034716
-0.076293	-3.4482	-0.05543
-0.060112	-3.4482	-0.072662
-0.040153	-3.4482	-0.085329
-0.017671	-3.4482	-0.092634
0.0059214	-3.4482	-0.094118
0.029142	-3.4482	-0.089688
0.050531	-3.4482	-0.079623
0.068745	-3.4482	-0.064555
0.082639	-3.4482	-0.045431
0.091341	-3.4482	-0.023452
0.14124	-3.3826	0
0.13681	-3.3826	0.035126
0.12377	-3.3826	0.068045
0.10296	-3.3826	0.096689
0.075683	-3.3826	0.11926
0.043647	-3.3826	0.13433
0.0088688	-3.3826	0.14097
-0.026467	-3.3826	0.13874
-0.060139	-3.3826	0.1278
-0.090033	-3.3826	0.10883
-0.11427	-3.3826	0.083021
-0.13133	-3.3826	0.051996
-0.14013	-3.3826	0.017703
-0.14013	-3.3826	-0.017703
-0.13133	-3.3826	-0.051996
-0.11427	-3.3826	-0.083021
-0.090033	-3.3826	-0.10883
-0.060139	-3.3826	-0.1278
-0.026467	-3.3826	-0.13874
0.0088688	-3.3826	-0.14097
0.043647	-3.3826	-0.13433
0.075683	-3.3826	-0.11926
0.10296	-3.3826	-0.096689
0.12377	-3.3826	-0.068045
0.13681	-3.3826	-0.035126
0.18711	-3.2912	0
0.18123	-3.2912	0.046532
0.16396	-3.2912	0.090139
0.1364	-3.2912	0.12808
0.10026	-3.2912	0.15798
0.057819	-3.2912	0.17795
0.011749	-3.2912	0.18674
-0.03506	-3.2912	0.18379
-0.079666	-3.2912	0.1693
-0.11927	-3.2912	0.14417
-0.15137	-3.2912	0.10998
-0.17397	-3.2912	0.068879
-0.18563	-3.2912	0.023451
-0.18563	-3.2912	-0.023451
-0.17397	-3.2912	-0.068879
-0.15137	-3.2912	-0.10998
-0.11927	-3.2912	-0.14417
-0.079666	-3.2912	-0.1693
-0.03506	-3.2912	-0.18379
0.011749	-3.2912	-0.18674
0.057819	-3.2912	-0.17795
0.10026	-3.2912	-0.15798
0.1364	-3.2912	-0.12808
0.16396	-3.2912	-0.090139
0.18123	-3.2912	-0.046532
0.23154	-3.1747	0
0.22427	-3.1747	0.057582
0.2029	-3.1747	0.11155
0.16879	-3.1747	0.1585
0.12407	-3.1747	0.1955
0.07155	-3.1747	0.22021
0.014539	-3.1747	0.23108
-0.043386	-3.1747	0.22744
-0.098585	-3.1747	0.2095
-0.14759	-3.1747	0.17841
-0.18732	-3.1747	0.1361
-0.21528	-3.1747	0.085236
-0.22971	-3.1747	0.02902
-0.22971	-3.1747	-0.02902
-0.21528	-3.1747	-0.085236
-0.18732	-3.1747	-0.1361
-0.14759	-3.1747	-0.17841
-0.098585	-3.1747	-0.2095
-0.043386	-3.1747	-0.22744
0.014539	-3.1747	-0.23108
0.07155	-3.1747	-0.22021
0.12407	-3.1747	-0.1955
0.16879	-3.1747	-0.1585
0.2029	-3.1747	-0.11155
0.22427	-3.1747	-0.057582
0.27421	-3.034	0
0.26559	-3.034	0.068192
0.24029	-3.034	0.1321
0.19989	-3.034	0.18771
0.14693	-3.034	0.23152
0.084735	-3.034	0.26079
0.017218	-3.034	0.27367
-0.051381	-3.034	0.26935
-0.11675	-3.034	0.24811
-0.17479	-3.034	0.21128
-0.22184	-3.034	0.16117
-0.25495	-3.034	0.10094
-0.27204	-3.034	0.034367
-0.27204	-3.034	-0.034367
-0.25495	-3.034	-0.10094
-0.22184	-3.034	-0.16117
-0.17479	-3.034	-0.21128
-0.11675	-3.034	-0.24811
-0.051381	-3.034	-0.26935
0.017218	-3.034	-0.27367
0.084735	-3.034	-0.26079
0.14693	-3.034	-0.23152
0.19989	-3.034	-0.18771
0.24029	-3.034	-0.1321
0.26559	-3.034	-0.068192
0.31478	-2.8701	0
0.30489	-2.8701	0.078282
0.27584	-2.8701	0.15165
0.22946	-2.8701	0.21548
0.16867	-2.8701	0.26578
0.097272	-2.8701	0.29937
0.019765	-2.8701	0.31416
-0.058984	-2.8701	0.3092
-0.13403	-2.8701	0.28482
-0.20065	-2.8701	0.24254
-0.25466	-2.8701	0.18502
-0.29267	-2.8701	0.11588
-0.3123	-2.8701	0.039452
-0.3123	-2.8701	-0.039452
-0.29267	-2.8701	-0.11588
-0.25466	-2.8701	-0.18502
-0.20065	-2.8701	-0.24254
-0.13403	-2.8701	-0.28482
-0.058984	-2.8701	-0.3092
0.019765	-2.8701	-0.31416
0.097272	-2.8701	-0.29937
0.16867	-2.8701	-0.26578
0.22946	-2.8701	-0.21548
0.27584	-2.8701	-0.15165
0.30489	-2.8701	-0.078282
0.35295	-2.6843	0
0.34186	-2.6843	0.087775
0.30929	-2.6843	0.17003
0.25729	-2.6843	0.24161
0.18912	-2.6843	0.298
0.10907	-2.6843	0.33567
0.022162	-2.6843	0.35225
-0.066136	-2.6843	0.3467
-0.15028	-2.6843	0.31936
-0.22498	-2.6843	0.27195
-0.28554	-2.6843	0.20746
-0.32816	-2.6843	0.12993
-0.35017	-2.6843	0.044236
-0.35017	-2.6843	-0.044236
-0.32816	-2.6843	-0.12993
-0.28554	-2.6843	-0.20746
-0.22498	-2.6843	-0.27195
-0.15028	-2.6843	-0.31936
-0.066136	-2.6843	-0.3467
0.022162	-2.6843	-0.35225
0.10907	-2.6843	-0.33567
0.18912	-2.6843	-0.298
0.25729	-2.6843	-0.24161
0.30929	-2.6843	-0.17003
0.34186	-2.6843	-0.087775
0.38842	-2.478	0
0.37622	-2.478	0.096597
0.34038	-2.478	0.18712
0.28315	-2.478	0.26589
0.20813	-2.478	0.32796
0.12003	-2.478	0.36941
0.024389	-2.478	0.38766
-0.072783	-2.478	0.38154
-0.16538	-2.478	0.35146
-0.24759	-2.478	0.29928
-0.31424	-2.478	0.22831
-0.36115	-2.478	0.14299
-0.38536	-2.478	0.048682
-0.38536	-2.478	-0.048682
-0.36115	-2.478	-0.14299
-0.31424	-2.478	-0.22831
-0.24759	-2.478	-0.29928
-0.16538	-2.478	-0.35146
-0.072783	-2.478	-0.38154
0.024389	-2.478	-0.38766
0.12003	-2.478	-0.36941
0.20813	-2.478	-0.32796
0.28315	-2.478	-0.26589
0.34038	-2.478	-0.18712
0.37622	-2.478	-0.096597
0.42093	-2.2527	0
0.40771	-2.2527	0.10468
0.36887	-2.2527	0.20279
0.30685	-2.2527	0.28815
0.22555	-2.2527	0.3554
0.13008	-2.2527	0.40033
0.026431	-2.2527	0.4201
-0.078875	-2.2527	0.41348
-0.17922	-2.2527	0.38087
-0.26831	-2.2527	0.32433
-0.34054	-2.2527	0.24742
-0.39137	-2.2527	0.15496
-0.41761	-2.2527	0.052757
-0.41761	-2.2527	-0.052757
-0.39137	-2.2527	-0.15496
-0.34054	-2.2527	-0.24742
-0.26831	-2.2527	-0.32433
-0.17922	-2.2527	-0.38087
-0.078875	-2.2527	-0.41348
0.026431	-2.2527	-0.4201
0.13008	-2.2527	-0.40033
0.22555	-2.2527	-0.3554
0.30685	-2.2527	-0.28815
0.36887	-2.2527	-0.20279
0.40771	-2.2527	-0.10468
0.45023	-2.0103	0
0.43608	-2.0103	0.11197
0.39454	-2.0103	0.2169
0.3282	-2.0103	0.3082
0.24124	-2.0103	0.38014
0.13913	-2.0103	0.42819
0.02827	-2.0103	0.44934
-0.084364	-2.0103	0.44225
-0.1917	-2.0103	0.40738
-0.28699	-2.0103	0.34691
-0.36424	-2.0103	0.26464
-0.41861	-2.0103	0.16574
-0.44668	-2.0103	0.056428
-0.44668	-2.0103	-0.056428
-0.41861	-2.0103	-0.16574
-0.36424	-2.0103	-0.26464
-0.28699	-2.0103	-0.34691
-0.1917	-2.0103	-0.40738
-0.084364	-2.0103	-0.44225
0.02827	-2.0103	-0.44934
0.13913	-2.0103	-0.42819
0.24124	-2.0103	-0.38014
0.3282	-2.0103	-0.3082
0.39454	-2.0103	-0.2169
